cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_0187,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,50,50,50,SYNTHETIC_AUGMENTED
COHORT_0188,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,1,70,70,70,SYNTHETIC_AUGMENTED
COHORT_0189,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_0190,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,5,168,302,302,SYNTHETIC_AUGMENTED
COHORT_0191,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2024,Filing / Registration,1,9,9,9,SYNTHETIC_AUGMENTED
COHORT_0192,ANDHRA_DC_03,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,3,158,158,158,SYNTHETIC_AUGMENTED
COHORT_0193,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,317,317,317,SYNTHETIC_AUGMENTED
COHORT_0194,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2018,Pleadings / Issues,1,75,75,75,SYNTHETIC_AUGMENTED
COHORT_0195,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2020,Evidence / Argument,2,239.0,69,69,SYNTHETIC_AUGMENTED
COHORT_0196,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,40,40,40,SYNTHETIC_AUGMENTED
COHORT_0197,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2022,Evidence / Argument,8,162.5,209,257,SYNTHETIC_AUGMENTED
COHORT_0198,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_0199,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,2,93.5,75,75,SYNTHETIC_AUGMENTED
COHORT_0200,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2022,Summons / Appearance,6,188.5,191,214,SYNTHETIC_AUGMENTED
COHORT_0201,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2024,Evidence / Argument,1,518,518,518,SYNTHETIC_AUGMENTED
COHORT_0202,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,2,53.5,42,42,SYNTHETIC_AUGMENTED
COHORT_0203,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,3,92,92,92,SYNTHETIC_AUGMENTED
COHORT_0204,ANDHRA_DC_03,WP_C,WRIT_GENERAL,2024,Summons / Appearance,2,325.0,245,245,SYNTHETIC_AUGMENTED
COHORT_0205,ANDHRA_DC_04,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_0206,ANDHRA_DC_04,BA,BAIL_GENERAL,2018,Pleadings / Issues,2,127.5,117,117,SYNTHETIC_AUGMENTED
COHORT_0207,ANDHRA_DC_04,BA,BAIL_GENERAL,2018,Summons / Appearance,3,122,122,122,SYNTHETIC_AUGMENTED
COHORT_0208,ANDHRA_DC_04,BA,BAIL_GENERAL,2020,Evidence / Argument,2,266.0,149,149,SYNTHETIC_AUGMENTED
COHORT_0209,ANDHRA_DC_04,BA,BAIL_GENERAL,2020,Filing / Registration,1,10,10,10,SYNTHETIC_AUGMENTED
COHORT_0210,ANDHRA_DC_04,BA,BAIL_GENERAL,2020,Pleadings / Issues,1,221,221,221,SYNTHETIC_AUGMENTED
COHORT_0211,ANDHRA_DC_04,BA,BAIL_GENERAL,2020,Summons / Appearance,8,189.0,242,335,SYNTHETIC_AUGMENTED
COHORT_0212,ANDHRA_DC_04,BA,BAIL_GENERAL,2022,Evidence / Argument,9,236,288,440,SYNTHETIC_AUGMENTED
COHORT_0213,ANDHRA_DC_04,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,2,105.5,73,73,SYNTHETIC_AUGMENTED
COHORT_0214,ANDHRA_DC_04,BA,BAIL_GENERAL,2022,Pleadings / Issues,9,134,146,202,SYNTHETIC_AUGMENTED
COHORT_0215,ANDHRA_DC_04,BA,BAIL_GENERAL,2022,Summons / Appearance,8,86.5,114,157,SYNTHETIC_AUGMENTED
COHORT_0216,ANDHRA_DC_04,BA,BAIL_GENERAL,2024,Evidence / Argument,2,88.0,80,80,SYNTHETIC_AUGMENTED
COHORT_0217,ANDHRA_DC_04,BA,BAIL_GENERAL,2024,Filing / Registration,1,15,15,15,SYNTHETIC_AUGMENTED
COHORT_0218,ANDHRA_DC_04,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,40,40,40,SYNTHETIC_AUGMENTED
COHORT_0219,ANDHRA_DC_04,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,310,310,310,SYNTHETIC_AUGMENTED
COHORT_0220,ANDHRA_DC_04,BA,BAIL_GENERAL,2024,Summons / Appearance,4,110.0,145,145,SYNTHETIC_AUGMENTED
COHORT_0221,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Final Arguments / Judgment,1,89,89,89,SYNTHETIC_AUGMENTED
COHORT_0222,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Pleadings / Issues,1,230,230,230,SYNTHETIC_AUGMENTED
COHORT_0223,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,1,43,43,43,SYNTHETIC_AUGMENTED
COHORT_0224,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,196.5,117,117,SYNTHETIC_AUGMENTED
COHORT_0225,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Filing / Registration,1,41,41,41,SYNTHETIC_AUGMENTED
COHORT_0226,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,2,45.5,37,37,SYNTHETIC_AUGMENTED
COHORT_0227,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,38,38,38,SYNTHETIC_AUGMENTED
COHORT_0228,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,44,44,44,SYNTHETIC_AUGMENTED
COHORT_0229,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,2,266.5,68,68,SYNTHETIC_AUGMENTED
COHORT_0230,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_0231,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,2,182.0,166,166,SYNTHETIC_AUGMENTED
COHORT_0232,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,149.0,88,88,SYNTHETIC_AUGMENTED
COHORT_0233,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,7,218,227,347,SYNTHETIC_AUGMENTED
COHORT_0234,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,276.5,245,245,SYNTHETIC_AUGMENTED
COHORT_0235,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,4,113.5,119,119,SYNTHETIC_AUGMENTED
COHORT_0236,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,2,66.0,56,56,SYNTHETIC_AUGMENTED
COHORT_0237,ANDHRA_DC_04,CS,CPC_GENERAL,2018,Evidence / Argument,1,306,306,306,SYNTHETIC_AUGMENTED
COHORT_0238,ANDHRA_DC_04,CS,CPC_GENERAL,2018,Filing / Registration,1,23,23,23,SYNTHETIC_AUGMENTED
COHORT_0239,ANDHRA_DC_04,CS,CPC_GENERAL,2018,Summons / Appearance,1,121,121,121,SYNTHETIC_AUGMENTED
COHORT_0240,ANDHRA_DC_04,CS,CPC_GENERAL,2020,Evidence / Argument,10,153.0,170,208,SYNTHETIC_AUGMENTED
COHORT_0241,ANDHRA_DC_04,CS,CPC_GENERAL,2020,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_0242,ANDHRA_DC_04,CS,CPC_GENERAL,2020,Pleadings / Issues,4,100.0,101,101,SYNTHETIC_AUGMENTED
COHORT_0243,ANDHRA_DC_04,CS,CPC_GENERAL,2020,Summons / Appearance,8,134.5,204,252,SYNTHETIC_AUGMENTED
COHORT_0244,ANDHRA_DC_04,CS,CPC_GENERAL,2022,Evidence / Argument,6,166.0,187,280,SYNTHETIC_AUGMENTED
COHORT_0245,ANDHRA_DC_04,CS,CPC_GENERAL,2022,Filing / Registration,2,17.0,16,16,SYNTHETIC_AUGMENTED
COHORT_0246,ANDHRA_DC_04,CS,CPC_GENERAL,2022,Final Arguments / Judgment,6,120.5,122,165,SYNTHETIC_AUGMENTED
COHORT_0247,ANDHRA_DC_04,CS,CPC_GENERAL,2022,Pleadings / Issues,12,104.5,267,302,SYNTHETIC_AUGMENTED
COHORT_0248,ANDHRA_DC_04,CS,CPC_GENERAL,2022,Summons / Appearance,7,91,99,158,SYNTHETIC_AUGMENTED
COHORT_0249,ANDHRA_DC_04,CS,CPC_GENERAL,2024,Evidence / Argument,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_0250,ANDHRA_DC_04,CS,CPC_GENERAL,2024,Final Arguments / Judgment,2,72.5,54,54,SYNTHETIC_AUGMENTED
COHORT_0251,ANDHRA_DC_04,CS,CPC_GENERAL,2024,Summons / Appearance,5,61,101,101,SYNTHETIC_AUGMENTED
COHORT_0252,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2018,Evidence / Argument,1,366,366,366,SYNTHETIC_AUGMENTED
COHORT_0253,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2018,Summons / Appearance,1,73,73,73,SYNTHETIC_AUGMENTED
COHORT_0254,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,2,232.5,148,148,SYNTHETIC_AUGMENTED
COHORT_0255,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2020,Summons / Appearance,1,34,34,34,SYNTHETIC_AUGMENTED
COHORT_0256,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,2,154.5,139,139,SYNTHETIC_AUGMENTED
COHORT_0257,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_0258,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,2,86.5,79,79,SYNTHETIC_AUGMENTED
COHORT_0259,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,138,138,138,SYNTHETIC_AUGMENTED
COHORT_0260,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,79,79,79,SYNTHETIC_AUGMENTED
COHORT_0261,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2024,Evidence / Argument,2,121.0,85,85,SYNTHETIC_AUGMENTED
COHORT_0262,ANDHRA_DC_04,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,75,75,75,SYNTHETIC_AUGMENTED
COHORT_0263,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2018,Evidence / Argument,2,134.5,133,133,SYNTHETIC_AUGMENTED
COHORT_0264,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2018,Final Arguments / Judgment,1,41,41,41,SYNTHETIC_AUGMENTED
COHORT_0265,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2018,Summons / Appearance,2,167.5,140,140,SYNTHETIC_AUGMENTED
COHORT_0266,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,173,173,173,SYNTHETIC_AUGMENTED
COHORT_0267,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2020,Filing / Registration,2,23.0,18,18,SYNTHETIC_AUGMENTED
COHORT_0268,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,3,55,55,55,SYNTHETIC_AUGMENTED
COHORT_0269,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2020,Summons / Appearance,3,67,67,67,SYNTHETIC_AUGMENTED
COHORT_0270,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2022,Evidence / Argument,3,196,196,196,SYNTHETIC_AUGMENTED
COHORT_0271,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_0272,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,2,122.5,54,54,SYNTHETIC_AUGMENTED
COHORT_0273,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_0274,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2022,Summons / Appearance,4,339.0,388,388,SYNTHETIC_AUGMENTED
COHORT_0275,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2024,Filing / Registration,2,32.0,22,22,SYNTHETIC_AUGMENTED
COHORT_0276,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,1,89,89,89,SYNTHETIC_AUGMENTED
COHORT_0277,ANDHRA_DC_04,WP_C,WRIT_GENERAL,2024,Summons / Appearance,2,209.0,80,80,SYNTHETIC_AUGMENTED
COHORT_0278,ANDHRA_DC_05,BA,BAIL_GENERAL,2018,Filing / Registration,1,13,13,13,SYNTHETIC_AUGMENTED
COHORT_0279,ANDHRA_DC_05,BA,BAIL_GENERAL,2018,Summons / Appearance,1,141,141,141,SYNTHETIC_AUGMENTED
COHORT_0280,ANDHRA_DC_05,BA,BAIL_GENERAL,2020,Evidence / Argument,2,306.0,173,173,SYNTHETIC_AUGMENTED
COHORT_0281,ANDHRA_DC_05,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,1,209,209,209,SYNTHETIC_AUGMENTED
COHORT_0282,ANDHRA_DC_05,BA,BAIL_GENERAL,2020,Pleadings / Issues,3,90,90,90,SYNTHETIC_AUGMENTED
COHORT_0283,ANDHRA_DC_05,BA,BAIL_GENERAL,2020,Summons / Appearance,2,85.5,45,45,SYNTHETIC_AUGMENTED
COHORT_0284,ANDHRA_DC_05,BA,BAIL_GENERAL,2022,Evidence / Argument,3,149,149,149,SYNTHETIC_AUGMENTED
COHORT_0285,ANDHRA_DC_05,BA,BAIL_GENERAL,2022,Filing / Registration,2,23.0,15,15,SYNTHETIC_AUGMENTED
COHORT_0286,ANDHRA_DC_05,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,4,26.0,31,31,SYNTHETIC_AUGMENTED
COHORT_0287,ANDHRA_DC_05,BA,BAIL_GENERAL,2022,Pleadings / Issues,7,118,128,154,SYNTHETIC_AUGMENTED
COHORT_0288,ANDHRA_DC_05,BA,BAIL_GENERAL,2022,Summons / Appearance,5,135,157,157,SYNTHETIC_AUGMENTED
COHORT_0289,ANDHRA_DC_05,BA,BAIL_GENERAL,2024,Evidence / Argument,3,131,131,131,SYNTHETIC_AUGMENTED
COHORT_0290,ANDHRA_DC_05,BA,BAIL_GENERAL,2024,Filing / Registration,3,19,19,19,SYNTHETIC_AUGMENTED
COHORT_0291,ANDHRA_DC_05,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,4,68.0,69,69,SYNTHETIC_AUGMENTED
COHORT_0292,ANDHRA_DC_05,BA,BAIL_GENERAL,2024,Pleadings / Issues,4,95.5,99,99,SYNTHETIC_AUGMENTED
COHORT_0293,ANDHRA_DC_05,BA,BAIL_GENERAL,2024,Summons / Appearance,3,84,84,84,SYNTHETIC_AUGMENTED
COHORT_0294,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,1,273,273,273,SYNTHETIC_AUGMENTED
COHORT_0295,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,1,73,73,73,SYNTHETIC_AUGMENTED
COHORT_0296,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_0297,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,177,177,177,SYNTHETIC_AUGMENTED
COHORT_0298,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,161,161,161,SYNTHETIC_AUGMENTED
COHORT_0299,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,262,262,262,SYNTHETIC_AUGMENTED
COHORT_0300,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,208,208,208,SYNTHETIC_AUGMENTED
COHORT_0301,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_0302,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_0303,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,234.5,162,162,SYNTHETIC_AUGMENTED
COHORT_0304,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,10,104.0,271,320,SYNTHETIC_AUGMENTED
COHORT_0305,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,2,441.0,421,421,SYNTHETIC_AUGMENTED
COHORT_0306,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Filing / Registration,2,31.5,14,14,SYNTHETIC_AUGMENTED
COHORT_0307,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,33,33,33,SYNTHETIC_AUGMENTED
COHORT_0308,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,2,89.0,50,50,SYNTHETIC_AUGMENTED
COHORT_0309,ANDHRA_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_0310,ANDHRA_DC_05,CS,CPC_GENERAL,2018,Final Arguments / Judgment,2,90.0,54,54,SYNTHETIC_AUGMENTED
COHORT_0311,ANDHRA_DC_05,CS,CPC_GENERAL,2018,Pleadings / Issues,1,99,99,99,SYNTHETIC_AUGMENTED
COHORT_0312,ANDHRA_DC_05,CS,CPC_GENERAL,2020,Evidence / Argument,2,220.0,215,215,SYNTHETIC_AUGMENTED
COHORT_0313,ANDHRA_DC_05,CS,CPC_GENERAL,2020,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_0314,ANDHRA_DC_05,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,105,105,105,SYNTHETIC_AUGMENTED
COHORT_0315,ANDHRA_DC_05,CS,CPC_GENERAL,2020,Pleadings / Issues,3,98,98,98,SYNTHETIC_AUGMENTED
COHORT_0316,ANDHRA_DC_05,CS,CPC_GENERAL,2020,Summons / Appearance,8,79.0,217,354,SYNTHETIC_AUGMENTED
COHORT_0317,ANDHRA_DC_05,CS,CPC_GENERAL,2022,Evidence / Argument,7,197,223,336,SYNTHETIC_AUGMENTED
COHORT_0318,ANDHRA_DC_05,CS,CPC_GENERAL,2022,Filing / Registration,2,17.0,9,9,SYNTHETIC_AUGMENTED
COHORT_0319,ANDHRA_DC_05,CS,CPC_GENERAL,2022,Final Arguments / Judgment,4,76.0,80,80,SYNTHETIC_AUGMENTED
COHORT_0320,ANDHRA_DC_05,CS,CPC_GENERAL,2022,Pleadings / Issues,8,98.0,122,202,SYNTHETIC_AUGMENTED
COHORT_0321,ANDHRA_DC_05,CS,CPC_GENERAL,2022,Summons / Appearance,13,154,191,208,SYNTHETIC_AUGMENTED
COHORT_0322,ANDHRA_DC_05,CS,CPC_GENERAL,2024,Evidence / Argument,2,258.0,71,71,SYNTHETIC_AUGMENTED
COHORT_0323,ANDHRA_DC_05,CS,CPC_GENERAL,2024,Filing / Registration,2,25.0,11,11,SYNTHETIC_AUGMENTED
COHORT_0324,ANDHRA_DC_05,CS,CPC_GENERAL,2024,Final Arguments / Judgment,1,71,71,71,SYNTHETIC_AUGMENTED
COHORT_0325,ANDHRA_DC_05,CS,CPC_GENERAL,2024,Pleadings / Issues,4,136.5,141,141,SYNTHETIC_AUGMENTED
COHORT_0326,ANDHRA_DC_05,CS,CPC_GENERAL,2024,Summons / Appearance,3,121,121,121,SYNTHETIC_AUGMENTED
COHORT_0327,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2018,Evidence / Argument,1,126,126,126,SYNTHETIC_AUGMENTED
COHORT_0328,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2018,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_0329,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,225,225,225,SYNTHETIC_AUGMENTED
COHORT_0330,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,2,232.0,223,223,SYNTHETIC_AUGMENTED
COHORT_0331,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,1,40,40,40,SYNTHETIC_AUGMENTED
COHORT_0332,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,106,106,106,SYNTHETIC_AUGMENTED
COHORT_0333,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,2,75.5,55,55,SYNTHETIC_AUGMENTED
COHORT_0334,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2024,Filing / Registration,1,12,12,12,SYNTHETIC_AUGMENTED
COHORT_0335,ANDHRA_DC_05,MACA,MOTOR_ACCIDENT,2024,Pleadings / Issues,1,137,137,137,SYNTHETIC_AUGMENTED
COHORT_0336,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2018,Evidence / Argument,1,147,147,147,SYNTHETIC_AUGMENTED
COHORT_0337,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,30,30,30,SYNTHETIC_AUGMENTED
COHORT_0338,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2020,Evidence / Argument,2,340.5,315,315,SYNTHETIC_AUGMENTED
COHORT_0339,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,4,114.0,123,123,SYNTHETIC_AUGMENTED
COHORT_0340,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2020,Summons / Appearance,3,262,262,262,SYNTHETIC_AUGMENTED
COHORT_0341,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,202,202,202,SYNTHETIC_AUGMENTED
COHORT_0342,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,1,32,32,32,SYNTHETIC_AUGMENTED
COHORT_0343,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,2,149.0,109,109,SYNTHETIC_AUGMENTED
COHORT_0344,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2022,Summons / Appearance,3,68,68,68,SYNTHETIC_AUGMENTED
COHORT_0345,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2024,Evidence / Argument,3,136,136,136,SYNTHETIC_AUGMENTED
COHORT_0346,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,1,65,65,65,SYNTHETIC_AUGMENTED
COHORT_0347,ANDHRA_DC_05,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,28,28,28,SYNTHETIC_AUGMENTED
COHORT_0348,ASSAM_DC_01,BA,BAIL_GENERAL,2018,Summons / Appearance,1,99,99,99,SYNTHETIC_AUGMENTED
COHORT_0349,ASSAM_DC_01,BA,BAIL_GENERAL,2020,Filing / Registration,1,22,22,22,SYNTHETIC_AUGMENTED
COHORT_0350,ASSAM_DC_01,BA,BAIL_GENERAL,2020,Final Arguments / Judgment,1,144,144,144,SYNTHETIC_AUGMENTED
COHORT_0351,ASSAM_DC_01,BA,BAIL_GENERAL,2020,Pleadings / Issues,2,81.5,61,61,SYNTHETIC_AUGMENTED
COHORT_0352,ASSAM_DC_01,BA,BAIL_GENERAL,2020,Summons / Appearance,3,147,147,147,SYNTHETIC_AUGMENTED
COHORT_0353,ASSAM_DC_01,BA,BAIL_GENERAL,2022,Evidence / Argument,1,172,172,172,SYNTHETIC_AUGMENTED
COHORT_0354,ASSAM_DC_01,BA,BAIL_GENERAL,2022,Filing / Registration,1,5,5,5,SYNTHETIC_AUGMENTED
COHORT_0355,ASSAM_DC_01,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,1,64,64,64,SYNTHETIC_AUGMENTED
COHORT_0356,ASSAM_DC_01,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,164.5,104,104,SYNTHETIC_AUGMENTED
COHORT_0357,ASSAM_DC_01,BA,BAIL_GENERAL,2022,Summons / Appearance,4,111.0,136,136,SYNTHETIC_AUGMENTED
COHORT_0358,ASSAM_DC_01,BA,BAIL_GENERAL,2024,Evidence / Argument,1,434,434,434,SYNTHETIC_AUGMENTED
COHORT_0359,ASSAM_DC_01,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,1,86,86,86,SYNTHETIC_AUGMENTED
COHORT_0360,ASSAM_DC_01,BA,BAIL_GENERAL,2024,Pleadings / Issues,1,68,68,68,SYNTHETIC_AUGMENTED
COHORT_0361,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2018,Final Arguments / Judgment,1,38,38,38,SYNTHETIC_AUGMENTED
COHORT_0362,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,327,327,327,SYNTHETIC_AUGMENTED
COHORT_0363,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,1,62,62,62,SYNTHETIC_AUGMENTED
COHORT_0364,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,2,107.0,78,78,SYNTHETIC_AUGMENTED
COHORT_0365,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,308,308,308,SYNTHETIC_AUGMENTED
COHORT_0366,ASSAM_DC_01,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,2,68.0,55,55,SYNTHETIC_AUGMENTED
COHORT_0367,ASSAM_DC_01,CS,CPC_GENERAL,2018,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_0368,ASSAM_DC_01,CS,CPC_GENERAL,2018,Summons / Appearance,3,62,62,62,SYNTHETIC_AUGMENTED
COHORT_0369,ASSAM_DC_01,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_0370,ASSAM_DC_01,CS,CPC_GENERAL,2020,Pleadings / Issues,1,237,237,237,SYNTHETIC_AUGMENTED
COHORT_0371,ASSAM_DC_01,CS,CPC_GENERAL,2020,Summons / Appearance,1,74,74,74,SYNTHETIC_AUGMENTED
COHORT_0372,ASSAM_DC_01,CS,CPC_GENERAL,2022,Evidence / Argument,2,179.5,160,160,SYNTHETIC_AUGMENTED
COHORT_0373,ASSAM_DC_01,CS,CPC_GENERAL,2022,Filing / Registration,1,20,20,20,SYNTHETIC_AUGMENTED
