synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/OT/CS/2022/000021,Karnataka,Guntur,KARNAT_DC_01,CS,CPC_GENERAL,district,2022-02-14,2022-02-20,2022-02-20,2022,2022,1644,Pending,Summons / Appearance,2026-05-19,2022-03-13,2026-10-15,SYN-BENCH-12,89,28,0,0,0,1.36,2,,UNKNOWN,LOW,LOW,0,10.5,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2022/000021"",""court_establishment"":""KARNAT_DC_01"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-02-14"",""stage_entered_at"":""2026-05-19"",""days_in_current_stage"":89,""cohort_median_days_in_stage"":65.5,""stage_deviation_ratio"":1.36,""days_since_substantive_event"":28,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":10.5,""component_scores"":{""structural_deviation"":27.2,""inactivity"":9.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 89 days (1.36x cohort median of 66d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/CS/2024/000022,Uttar Pradesh,Delhi,UTTAR__DC_03,CS,CPC_GENERAL,district,2024-04-13,2024-04-13,2024-04-13,2024,2024,855,Pending,Summons / Appearance,2026-02-10,2024-05-21,2026-08-28,SYN-BENCH-10,187,116,5,5,0,1.42,7,,SUMMONS_DELAY,HIGH,LOW,1,48.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2024/000022"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-04-13"",""stage_entered_at"":""2026-02-10"",""days_in_current_stage"":187,""cohort_median_days_in_stage"":132,""stage_deviation_ratio"":1.42,""days_since_substantive_event"":116,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":48.2,""component_scores"":{""structural_deviation"":28.4,""inactivity"":38.67,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 187 days (1.42x cohort median of 132d). Summons was issued with no return of service recorded over 187 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/MH/BA/2020/000023,Maharashtra,Jaipur,MAHARA_DC_04,BA,BAIL_GENERAL,district,2020-11-22,2020-12-06,2020-12-06,2020,2020,2093,Pending,Evidence / Argument,2026-03-17,2020-12-17,2026-10-19,SYN-BENCH-03,152,25,0,0,0,0.98,7,,UNKNOWN,LOW,LOW,0,8.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2020/000023"",""court_establishment"":""MAHARA_DC_04"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-11-22"",""stage_entered_at"":""2026-03-17"",""days_in_current_stage"":152,""cohort_median_days_in_stage"":155,""stage_deviation_ratio"":0.98,""days_since_substantive_event"":25,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.0,""component_scores"":{""structural_deviation"":19.6,""inactivity"":8.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 152 days (0.98x cohort median of 155d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2024/000024,Chhattisgarh,Pune,CHHATT_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024-12-18,2025-01-01,2025-01-01,2024,2024,606,Pending,Summons / Appearance,2026-02-26,2025-01-10,2026-09-17,SYN-BENCH-06,171,81,0,0,2,2.19,3,,JUDGE_CHANGE,MEDIUM,LOW,1,29.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2024/000024"",""court_establishment"":""CHHATT_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-12-18"",""stage_entered_at"":""2026-02-26"",""days_in_current_stage"":171,""cohort_median_days_in_stage"":78,""stage_deviation_ratio"":2.19,""days_since_substantive_event"":81,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":2,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":29.9,""component_scores"":{""structural_deviation"":43.8,""inactivity"":27.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Summons / Appearance' for 171 days (2.19x cohort median of 78d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/KL/BA/2022/000025,Kerala,Guntur,KERALA_DC_05,BA,BAIL_GENERAL,district,2022-02-04,2022-02-06,2022-02-06,2022,2022,1654,Pending,Pleadings / Issues,2026-05-14,2022-03-01,2026-09-17,SYN-BENCH-09,94,25,0,0,0,1.05,8,,UNKNOWN,LOW,LOW,0,8.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/BA/2022/000025"",""court_establishment"":""KERALA_DC_05"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2022-02-04"",""stage_entered_at"":""2026-05-14"",""days_in_current_stage"":94,""cohort_median_days_in_stage"":89.5,""stage_deviation_ratio"":1.05,""days_since_substantive_event"":25,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":8,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.4,""component_scores"":{""structural_deviation"":21.0,""inactivity"":8.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 94 days (1.05x cohort median of 90d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/BA/2020/000026,Maharashtra,Bhopal,MAHARA_DC_03,BA,BAIL_GENERAL,district,2020-01-11,2020-01-16,2020-01-16,2020,2020,2409,Pending,Evidence / Argument,2025-06-30,2020-02-23,2026-09-27,SYN-BENCH-06,412,340,2,2,2,1.47,5,,JUDGE_CHANGE,MEDIUM,LOW,1,47.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/BA/2020/000026"",""court_establishment"":""MAHARA_DC_03"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2020-01-11"",""stage_entered_at"":""2025-06-30"",""days_in_current_stage"":412,""cohort_median_days_in_stage"":281,""stage_deviation_ratio"":1.47,""days_since_substantive_event"":340,""adjournment_streak"":2,""adjournment_count"":2,""judge_change_count"":2,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""JUDGE_CHANGE"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":47.8,""component_scores"":{""structural_deviation"":29.4,""inactivity"":100.0,""age_deviation"":0,""adjournment"":40.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 412 days (1.47x cohort median of 281d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/AP/CRL_A/2023/000027,Andhra Pradesh,Bhopal,ANDHRA_DC_04,CRL_A,CRIMINAL_APPEAL,district,2023-07-05,2023-07-08,2023-07-08,2023,2022,1138,Pending,Summons / Appearance,2025-09-03,2023-08-30,2026-10-08,SYN-BENCH-08,347,209,5,5,2,1.59,7,,SUMMONS_DELAY,HIGH,LOW,1,57.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CRL_A/2023/000027"",""court_establishment"":""ANDHRA_DC_04"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-07-05"",""stage_entered_at"":""2025-09-03"",""days_in_current_stage"":347,""cohort_median_days_in_stage"":218,""stage_deviation_ratio"":1.59,""days_since_substantive_event"":209,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":2,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":57.0,""component_scores"":{""structural_deviation"":31.8,""inactivity"":69.67,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 347 days (1.59x cohort median of 218d). Summons was issued with no return of service recorded over 347 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/OT/MACA/2023/000028,Punjab,Kolkata,PUNJAB_DC_02,MACA,MOTOR_ACCIDENT,district,2023-11-08,2023-11-14,2023-11-14,2023,2022,1012,Pending,Final Arguments / Judgment,2026-07-15,2023-12-18,2026-09-02,SYN-BENCH-05,32,39,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/MACA/2023/000028"",""court_establishment"":""PUNJAB_DC_02"",""case_type"":""MACA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2023-11-08"",""stage_entered_at"":""2026-07-15"",""days_in_current_stage"":32,""cohort_median_days_in_stage"":32,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":39,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":13.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Final Arguments / Judgment' for 32 days (1.0x cohort median of 32d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/BA/2024/000029,Andhra Pradesh,Thane,ANDHRA_DC_03,BA,BAIL_GENERAL,district,2024-04-21,2024-04-26,2024-04-26,2024,2024,847,Pending,Evidence / Argument,2025-12-23,2024-05-22,2026-09-03,SYN-BENCH-03,236,204,0,0,0,1.06,4,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,33.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/BA/2024/000029"",""court_establishment"":""ANDHRA_DC_03"",""case_type"":""BA"",""current_stage"":""Evidence / Argument"",""filing_date"":""2024-04-21"",""stage_entered_at"":""2025-12-23"",""days_in_current_stage"":236,""cohort_median_days_in_stage"":222.0,""stage_deviation_ratio"":1.06,""days_since_substantive_event"":204,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":4,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":33.4,""component_scores"":{""structural_deviation"":21.2,""inactivity"":68.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":50}}",Case has been in stage 'Evidence / Argument' for 236 days (1.06x cohort median of 222d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CRL_A/2024/000030,Tamil Nadu,Pune,TAMIL__DC_02,CRL_A,CRIMINAL_APPEAL,district,2024-02-09,2024-02-16,2024-02-16,2024,2024,919,Pending,Summons / Appearance,2026-04-23,2024-03-24,2026-09-30,SYN-BENCH-07,115,20,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2024/000030"",""court_establishment"":""TAMIL__DC_02"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-02-09"",""stage_entered_at"":""2026-04-23"",""days_in_current_stage"":115,""cohort_median_days_in_stage"":115,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":20,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.7,""component_scores"":{""structural_deviation"":20.0,""inactivity"":6.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 115 days (1.0x cohort median of 115d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/MH/WP_C/2020/000031,Maharashtra,Pune,MAHARA_DC_05,WP_C,WRIT_GENERAL,district,2020-01-17,2020-01-27,2020-01-27,2020,2020,2403,Pending,Pleadings / Issues,2026-05-16,2020-02-08,2026-11-13,SYN-BENCH-09,92,26,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,8.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/MH/WP_C/2020/000031"",""court_establishment"":""MAHARA_DC_05"",""case_type"":""WP_C"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2020-01-17"",""stage_entered_at"":""2026-05-16"",""days_in_current_stage"":92,""cohort_median_days_in_stage"":92,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":26,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.2,""component_scores"":{""structural_deviation"":20.0,""inactivity"":8.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 92 days (1.0x cohort median of 92d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/WP_C/2023/000032,Uttar Pradesh,Delhi,UTTAR__DC_01,WP_C,WRIT_GENERAL,district,2023-03-30,2023-04-11,2023-04-11,2023,2022,1235,Pending,Pleadings / Issues,2026-07-05,2023-06-02,2026-08-29,SYN-BENCH-08,42,9,0,0,0,0.81,5,,UNKNOWN,LOW,LOW,0,5.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/WP_C/2023/000032"",""court_establishment"":""UTTAR__DC_01"",""case_type"":""WP_C"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2023-03-30"",""stage_entered_at"":""2026-07-05"",""days_in_current_stage"":42,""cohort_median_days_in_stage"":52,""stage_deviation_ratio"":0.81,""days_since_substantive_event"":9,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.6,""component_scores"":{""structural_deviation"":16.2,""inactivity"":3.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 42 days (0.81x cohort median of 52d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2022/000033,Jharkhand,Jaipur,JHARKH_DC_05,BA,BAIL_GENERAL,district,2022-11-04,2022-11-10,2022-11-10,2022,2022,1381,Pending,Summons / Appearance,2026-07-14,2022-12-03,2026-09-15,SYN-BENCH-12,33,31,0,0,0,0.43,7,,UNKNOWN,LOW,LOW,0,5.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/000033"",""court_establishment"":""JHARKH_DC_05"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-11-04"",""stage_entered_at"":""2026-07-14"",""days_in_current_stage"":33,""cohort_median_days_in_stage"":77,""stage_deviation_ratio"":0.43,""days_since_substantive_event"":31,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.2,""component_scores"":{""structural_deviation"":8.6,""inactivity"":10.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 33 days (0.43x cohort median of 77d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/DL/CS/2023/000034,Delhi,Vijayawada,DELHI_DC_03,CS,CPC_GENERAL,district,2023-11-17,2023-12-02,2023-12-02,2023,2022,1003,Pending,Evidence / Argument,2026-04-10,2023-12-17,2026-10-09,SYN-BENCH-02,128,25,0,0,0,0.81,5,,UNKNOWN,LOW,LOW,0,6.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/DL/CS/2023/000034"",""court_establishment"":""DELHI_DC_03"",""case_type"":""CS"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-11-17"",""stage_entered_at"":""2026-04-10"",""days_in_current_stage"":128,""cohort_median_days_in_stage"":159,""stage_deviation_ratio"":0.81,""days_since_substantive_event"":25,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.9,""component_scores"":{""structural_deviation"":16.2,""inactivity"":8.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 128 days (0.81x cohort median of 159d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2023/000035,Punjab,Varanasi,PUNJAB_DC_05,CRL_A,CRIMINAL_APPEAL,district,2023-05-06,2023-05-20,2023-05-20,2023,2022,1198,Pending,Evidence / Argument,2025-12-17,2023-07-01,2026-10-02,SYN-BENCH-05,242,31,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.6,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2023/000035"",""court_establishment"":""PUNJAB_DC_05"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-05-06"",""stage_entered_at"":""2025-12-17"",""days_in_current_stage"":242,""cohort_median_days_in_stage"":242,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":31,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":8.6,""component_scores"":{""structural_deviation"":20.0,""inactivity"":10.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 242 days (1.0x cohort median of 242d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
