synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/UP/CS/2019/000204,Uttar Pradesh,Kochi,UTTAR__DC_03,CS,district,2019,2472,Pleadings / Issues,3,0,0
SYN/UP/BA/2023/000205,Uttar Pradesh,Guntur,UTTAR__DC_02,BA,district,2023,1182,Summons / Appearance,2,0,0
SYN/MH/MACA/2023/000206,Maharashtra,Kolkata,MAHARA_DC_04,MACA,district,2023,1056,Final Arguments / Judgment,3,0,0
SYN/MH/CS/2023/000207,Maharashtra,Kolkata,MAHARA_DC_02,CS,district,2023,1272,Summons / Appearance,0,0,0
SYN/OT/MACA/2020/000208,Bihar,Vijayawada,BIHAR_DC_04,MACA,district,2020,2396,Summons / Appearance,3,3,1
SYN/KL/BA/2023/000209,Kerala,Vijayawada,KERALA_DC_04,BA,district,2023,999,Summons / Appearance,4,2,1
SYN/MH/CS/2024/000210,Maharashtra,Vijayawada,MAHARA_DC_02,CS,district,2024,886,Pleadings / Issues,2,0,0
SYN/OT/BA/2020/000211,Karnataka,Varanasi,KARNAT_DC_05,BA,district,2020,2338,Evidence / Argument,4,0,1
SYN/OT/BA/2024/000212,Bihar,Delhi,BIHAR_DC_01,BA,district,2024,821,Evidence / Argument,2,2,1
SYN/MH/CS/2023/000213,Maharashtra,Bhopal,MAHARA_DC_02,CS,district,2023,1078,Evidence / Argument,1,0,0
SYN/DL/WP_C/2022/000214,Delhi,Thane,DELHI_DC_04,WP_C,district,2022,1345,Pleadings / Issues,0,0,0
SYN/MH/CS/2024/000215,Maharashtra,Guntur,MAHARA_DC_04,CS,district,2024,615,Pleadings / Issues,0,1,0
SYN/AP/BA/2023/000216,Andhra Pradesh,Kolkata,ANDHRA_DC_01,BA,district,2023,1299,Evidence / Argument,0,1,1
SYN/OT/WP_C/2018/000217,Punjab,Thiruvananthapuram,PUNJAB_DC_03,WP_C,district,2018,2963,Evidence / Argument,3,0,0
SYN/OT/CS/2023/000218,Chhattisgarh,Varanasi,CHHATT_DC_01,CS,district,2023,1061,Evidence / Argument,1,2,1
SYN/OT/WP_C/2021/000219,Chhattisgarh,Guntur,CHHATT_DC_03,WP_C,district,2021,2026,Pleadings / Issues,3,0,0
SYN/MH/CS/2023/000220,Maharashtra,Varanasi,MAHARA_DC_05,CS,district,2023,1176,Evidence / Argument,1,0,0
SYN/MH/BA/2024/000221,Maharashtra,Varanasi,MAHARA_DC_01,BA,district,2024,806,Evidence / Argument,1,3,1
SYN/OT/BA/2023/000222,Rajasthan,Vijayawada,RAJAST_DC_01,BA,district,2023,1150,Summons / Appearance,1,1,1
SYN/AP/WP_C/2022/000223,Andhra Pradesh,Pune,ANDHRA_DC_05,WP_C,district,2022,1664,Summons / Appearance,1,0,0
SYN/OT/WP_C/2023/000224,Karnataka,Delhi,KARNAT_DC_01,WP_C,district,2023,1058,Final Arguments / Judgment,3,1,1
SYN/DL/WP_C/2020/000225,Delhi,Lucknow,DELHI_DC_03,WP_C,district,2020,2275,Evidence / Argument,3,0,0
SYN/OT/CRL_A/2020/000226,Tamil Nadu,Guntur,TAMIL__DC_03,CRL_A,district,2020,2315,Pleadings / Issues,0,0,0
SYN/OT/WP_C/2022/000227,Rajasthan,Jaipur,RAJAST_DC_02,WP_C,district,2022,1424,Summons / Appearance,1,0,0
SYN/OT/CRL_A/2023/000228,Gujarat,Thiruvananthapuram,GUJARA_DC_03,CRL_A,district,2023,1294,Pleadings / Issues,0,0,1
SYN/AP/CS/2024/000229,Andhra Pradesh,Delhi,ANDHRA_DC_01,CS,district,2024,853,Pleadings / Issues,1,0,0
SYN/MH/CS/2020/000230,Maharashtra,Guntur,MAHARA_DC_04,CS,district,2020,2280,Pleadings / Issues,3,0,0
SYN/MH/WP_C/2024/000231,Maharashtra,Guntur,MAHARA_DC_02,WP_C,district,2024,803,Pleadings / Issues,3,0,0
SYN/DL/CRL_A/2022/000232,Delhi,Delhi,DELHI_DC_04,CRL_A,district,2022,1583,Filing / Registration,1,2,1
SYN/KL/CS/2022/000233,Kerala,Thiruvananthapuram,KERALA_DC_05,CS,district,2022,1533,Summons / Appearance,5,3,1
SYN/OT/CRL_A/2021/000234,Punjab,Bhopal,PUNJAB_DC_04,CRL_A,district,2021,1758,Summons / Appearance,2,1,0
SYN/AP/CS/2023/000235,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_03,CS,district,2023,1170,Evidence / Argument,2,0,0
SYN/OT/MACA/2023/000236,Gujarat,Pune,GUJARA_DC_02,MACA,district,2023,1006,Final Arguments / Judgment,1,0,1
SYN/KL/CS/2021/000237,Kerala,Delhi,KERALA_DC_03,CS,district,2021,1916,Pleadings / Issues,1,1,0
SYN/OT/CS/2024/000238,Haryana,Guntur,HARYAN_DC_05,CS,district,2024,709,Pleadings / Issues,1,1,0
SYN/OT/MACA/2021/000239,Madhya Pradesh,Varanasi,MADHYA_DC_01,MACA,district,2021,2020,Evidence / Argument,0,0,0
SYN/UP/CRL_A/2023/000240,Uttar Pradesh,Vijayawada,UTTAR__DC_05,CRL_A,district,2023,1220,Evidence / Argument,1,0,0
SYN/OT/MACA/2023/000241,Haryana,Lucknow,HARYAN_DC_01,MACA,district,2023,1295,Summons / Appearance,4,1,1
SYN/UP/BA/2023/000242,Uttar Pradesh,Lucknow,UTTAR__DC_02,BA,district,2023,1047,Pleadings / Issues,2,0,0
SYN/MH/BA/2023/000243,Maharashtra,Thiruvananthapuram,MAHARA_DC_04,BA,district,2023,1081,Pleadings / Issues,2,1,0
SYN/KL/CS/2021/000244,Kerala,Pune,KERALA_DC_05,CS,district,2021,1801,Pleadings / Issues,0,1,0
SYN/UP/CS/2024/000245,Uttar Pradesh,Vijayawada,UTTAR__DC_02,CS,district,2024,719,Summons / Appearance,3,1,0
SYN/DL/CS/2022/000246,Delhi,Bhopal,DELHI_DC_03,CS,district,2022,1497,Pleadings / Issues,1,1,0
SYN/OT/CS/2020/000247,Karnataka,Varanasi,KARNAT_DC_05,CS,district,2020,2266,Summons / Appearance,2,0,0
SYN/OT/BA/2022/000248,Jharkhand,Varanasi,JHARKH_DC_02,BA,district,2022,1658,Evidence / Argument,1,0,0
SYN/UP/CS/2024/000249,Uttar Pradesh,Lucknow,UTTAR__DC_04,CS,district,2024,609,Filing / Registration,2,0,0
SYN/KL/CRL_A/2023/000250,Kerala,Thiruvananthapuram,KERALA_DC_01,CRL_A,district,2023,1007,Summons / Appearance,6,2,1
SYN/OT/CS/2018/000251,Gujarat,Thiruvananthapuram,GUJARA_DC_01,CS,district,2018,2848,Pleadings / Issues,0,0,0
SYN/DL/CRL_A/2023/000252,Delhi,Kolkata,DELHI_DC_04,CRL_A,district,2023,1300,Pleadings / Issues,2,2,1
SYN/OT/CRL_A/2021/000253,Punjab,Guntur,PUNJAB_DC_02,CRL_A,district,2021,2000,Summons / Appearance,2,0,0
SYN/OT/CS/2024/000254,Telangana,Kolkata,TELANG_DC_01,CS,district,2024,938,Summons / Appearance,5,1,1
SYN/MH/CS/2024/000255,Maharashtra,Lucknow,MAHARA_DC_05,CS,district,2024,832,Evidence / Argument,1,1,1
SYN/MH/CRL_A/2023/000256,Maharashtra,Kochi,MAHARA_DC_01,CRL_A,district,2023,1022,Summons / Appearance,2,1,0
SYN/MH/CRL_A/2022/000257,Maharashtra,Bhopal,MAHARA_DC_04,CRL_A,district,2022,1543,Filing / Registration,2,0,0
SYN/OT/WP_C/2024/000258,Tamil Nadu,Pune,TAMIL__DC_03,WP_C,district,2024,806,Summons / Appearance,0,0,0
SYN/OT/CRL_A/2022/000259,Odisha,Kolkata,ODISHA_DC_01,CRL_A,district,2022,1447,Summons / Appearance,1,0,0
SYN/UP/CRL_A/2024/000260,Uttar Pradesh,Delhi,UTTAR__DC_03,CRL_A,district,2024,663,Pleadings / Issues,1,0,1
SYN/OT/BA/2022/000261,Telangana,Kolkata,TELANG_DC_04,BA,district,2022,1652,Pleadings / Issues,1,0,0
SYN/OT/WP_C/2023/000262,Jharkhand,Delhi,JHARKH_DC_01,WP_C,district,2023,1138,Pleadings / Issues,4,0,0
SYN/OT/CRL_A/2023/000263,Tamil Nadu,Jaipur,TAMIL__DC_02,CRL_A,district,2023,1085,Final Arguments / Judgment,2,0,0
SYN/KL/CRL_A/2022/000264,Kerala,Kochi,KERALA_DC_03,CRL_A,district,2022,1485,Summons / Appearance,3,1,1
SYN/KL/CS/2018/000265,Kerala,Bhopal,KERALA_DC_01,CS,district,2018,2831,Final Arguments / Judgment,1,1,1
SYN/OT/BA/2024/000266,Jharkhand,Jaipur,JHARKH_DC_04,BA,district,2024,629,Summons / Appearance,3,0,0
SYN/OT/CS/2022/000267,Rajasthan,Thane,RAJAST_DC_02,CS,district,2022,1688,Filing / Registration,1,1,1
SYN/UP/MACA/2024/000268,Uttar Pradesh,Lucknow,UTTAR__DC_02,MACA,district,2024,641,Pleadings / Issues,0,1,0
SYN/OT/CRL_A/2023/000269,Rajasthan,Vijayawada,RAJAST_DC_04,CRL_A,district,2023,1079,Filing / Registration,0,0,0
SYN/OT/WP_C/2022/000270,Telangana,Vijayawada,TELANG_DC_03,WP_C,district,2022,1533,Evidence / Argument,4,1,1
SYN/KL/CRL_A/2022/000271,Kerala,Varanasi,KERALA_DC_01,CRL_A,district,2022,1500,Evidence / Argument,3,1,0
SYN/KL/CS/2022/000272,Kerala,Bhopal,KERALA_DC_01,CS,district,2022,1386,Summons / Appearance,0,0,1
SYN/OT/WP_C/2023/000273,Odisha,Kolkata,ODISHA_DC_05,WP_C,district,2023,1219,Evidence / Argument,1,0,0
SYN/KL/CRL_A/2020/000274,Kerala,Delhi,KERALA_DC_02,CRL_A,district,2020,2131,Evidence / Argument,0,0,0
SYN/OT/CS/2022/000275,Chhattisgarh,Jaipur,CHHATT_DC_03,CS,district,2022,1662,Summons / Appearance,4,1,0
SYN/OT/WP_C/2023/000276,Karnataka,Jaipur,KARNAT_DC_01,WP_C,district,2023,1249,Evidence / Argument,4,1,1
SYN/OT/BA/2024/000277,Odisha,Thiruvananthapuram,ODISHA_DC_02,BA,district,2024,778,Pleadings / Issues,1,0,0
SYN/OT/CS/2022/000278,Chhattisgarh,Varanasi,CHHATT_DC_02,CS,district,2022,1460,Evidence / Argument,2,0,0
SYN/OT/CRL_A/2022/000279,Odisha,Kolkata,ODISHA_DC_02,CRL_A,district,2022,1456,Final Arguments / Judgment,1,1,1
SYN/MH/MACA/2021/000280,Maharashtra,Jaipur,MAHARA_DC_05,MACA,district,2021,1831,Evidence / Argument,2,0,1
SYN/UP/MACA/2020/000281,Uttar Pradesh,Thane,UTTAR__DC_03,MACA,district,2020,2302,Summons / Appearance,1,1,0
SYN/OT/CRL_A/2018/000282,Jharkhand,Jaipur,JHARKH_DC_05,CRL_A,district,2018,2972,Summons / Appearance,0,0,1
SYN/UP/CS/2022/000283,Uttar Pradesh,Thane,UTTAR__DC_03,CS,district,2022,1662,Pleadings / Issues,1,1,0
SYN/OT/CS/2022/000284,Chhattisgarh,Guntur,CHHATT_DC_02,CS,district,2022,1355,Summons / Appearance,3,1,0
SYN/KL/WP_C/2023/000285,Kerala,Delhi,KERALA_DC_01,WP_C,district,2023,1053,Pleadings / Issues,3,2,1
SYN/OT/WP_C/2021/000286,Jharkhand,Bhopal,JHARKH_DC_04,WP_C,district,2021,1998,Pleadings / Issues,1,0,0
SYN/KL/WP_C/2022/000287,Kerala,Pune,KERALA_DC_04,WP_C,district,2022,1486,Pleadings / Issues,1,2,1
SYN/OT/CRL_A/2024/000288,Telangana,Varanasi,TELANG_DC_03,CRL_A,district,2024,716,Summons / Appearance,1,0,0
SYN/MH/CS/2021/000289,Maharashtra,Lucknow,MAHARA_DC_02,CS,district,2021,1862,Pleadings / Issues,3,0,0
SYN/OT/BA/2022/000290,Rajasthan,Thiruvananthapuram,RAJAST_DC_05,BA,district,2022,1480,Summons / Appearance,3,2,1
SYN/KL/CS/2021/000291,Kerala,Guntur,KERALA_DC_01,CS,district,2021,2009,Summons / Appearance,3,2,1
SYN/OT/WP_C/2024/000292,Rajasthan,Kolkata,RAJAST_DC_03,WP_C,district,2024,854,Pleadings / Issues,1,1,0
SYN/KL/CS/2021/000293,Kerala,Delhi,KERALA_DC_02,CS,district,2021,1750,Pleadings / Issues,4,0,0
SYN/KL/CS/2022/000294,Kerala,Kochi,KERALA_DC_01,CS,district,2022,1585,Summons / Appearance,4,3,1
SYN/MH/CRL_A/2019/000295,Maharashtra,Vijayawada,MAHARA_DC_01,CRL_A,district,2019,2562,Summons / Appearance,6,3,1
SYN/MH/CRL_A/2019/000296,Maharashtra,Lucknow,MAHARA_DC_05,CRL_A,district,2019,2594,Summons / Appearance,4,0,1
SYN/MH/CS/2021/000297,Maharashtra,Pune,MAHARA_DC_04,CS,district,2021,1964,Pleadings / Issues,2,0,0
SYN/UP/BA/2024/000298,Uttar Pradesh,Bhopal,UTTAR__DC_04,BA,district,2024,756,Summons / Appearance,0,0,0
SYN/DL/CS/2021/000299,Delhi,Bhopal,DELHI_DC_04,CS,district,2021,2034,Pleadings / Issues,1,0,0
SYN/OT/BA/2023/000300,Punjab,Thiruvananthapuram,PUNJAB_DC_05,BA,district,2023,1151,Evidence / Argument,2,1,1
SYN/MH/WP_C/2024/000301,Maharashtra,Pune,MAHARA_DC_01,WP_C,district,2024,677,Summons / Appearance,3,0,0
SYN/OT/CRL_A/2023/000302,Gujarat,Pune,GUJARA_DC_01,CRL_A,district,2023,1033,Summons / Appearance,2,0,0
SYN/MH/CRL_A/2022/000303,Maharashtra,Thiruvananthapuram,MAHARA_DC_04,CRL_A,district,2022,1371,Final Arguments / Judgment,2,2,1
SYN/KL/BA/2023/000304,Kerala,Kochi,KERALA_DC_05,BA,district,2023,1218,Evidence / Argument,0,0,0
SYN/OT/CRL_A/2024/000305,Assam,Thane,ASSAM_DC_05,CRL_A,district,2024,831,Summons / Appearance,0,1,1
SYN/OT/WP_C/2022/000306,Odisha,Bhopal,ODISHA_DC_04,WP_C,district,2022,1664,Summons / Appearance,1,0,1
SYN/MH/CRL_A/2023/000307,Maharashtra,Pune,MAHARA_DC_02,CRL_A,district,2023,1129,Pleadings / Issues,0,0,0
SYN/OT/CS/2024/000308,Gujarat,Guntur,GUJARA_DC_01,CS,district,2024,684,Pleadings / Issues,1,0,0
SYN/DL/WP_C/2024/000309,Delhi,Vijayawada,DELHI_DC_03,WP_C,district,2024,796,Summons / Appearance,5,1,1
SYN/KL/CS/2022/000310,Kerala,Kolkata,KERALA_DC_04,CS,district,2022,1386,Summons / Appearance,3,0,0
SYN/AP/BA/2021/000311,Andhra Pradesh,Guntur,ANDHRA_DC_04,BA,district,2021,1738,Pleadings / Issues,2,4,1
SYN/MH/WP_C/2023/000312,Maharashtra,Thane,MAHARA_DC_02,WP_C,district,2023,1277,Summons / Appearance,2,0,0
SYN/OT/BA/2023/000313,Chhattisgarh,Pune,CHHATT_DC_01,BA,district,2023,1314,Evidence / Argument,4,0,1
SYN/DL/CS/2024/000314,Delhi,Varanasi,DELHI_DC_05,CS,district,2024,941,Pleadings / Issues,1,0,1
SYN/AP/CS/2018/000315,Andhra Pradesh,Bhopal,ANDHRA_DC_02,CS,district,2018,3141,Evidence / Argument,2,0,0
SYN/OT/CS/2023/000316,Punjab,Jaipur,PUNJAB_DC_02,CS,district,2023,1122,Summons / Appearance,1,0,0
SYN/MH/WP_C/2022/000317,Maharashtra,Thane,MAHARA_DC_04,WP_C,district,2022,1365,Pleadings / Issues,2,2,1
SYN/OT/CS/2021/000318,Tamil Nadu,Jaipur,TAMIL__DC_05,CS,district,2021,1864,Final Arguments / Judgment,1,0,0
SYN/OT/WP_C/2022/000319,Karnataka,Delhi,KARNAT_DC_03,WP_C,district,2022,1626,Summons / Appearance,3,2,1
SYN/UP/WP_C/2024/000320,Uttar Pradesh,Delhi,UTTAR__DC_05,WP_C,district,2024,949,Final Arguments / Judgment,0,0,0
SYN/UP/CS/2022/000321,Uttar Pradesh,Guntur,UTTAR__DC_01,CS,district,2022,1667,Evidence / Argument,1,0,0
SYN/KL/BA/2018/000322,Kerala,Kochi,KERALA_DC_04,BA,district,2018,3078,Final Arguments / Judgment,5,0,0
SYN/KL/CRL_A/2019/000323,Kerala,Guntur,KERALA_DC_05,CRL_A,district,2019,2748,Summons / Appearance,2,0,0
SYN/OT/MACA/2023/000324,West Bengal,Kolkata,WEST_B_DC_01,MACA,district,2023,1240,Summons / Appearance,1,1,0
SYN/OT/CRL_A/2018/000325,Odisha,Jaipur,ODISHA_DC_05,CRL_A,district,2018,3066,Final Arguments / Judgment,1,1,0
SYN/AP/CS/2019/000326,Andhra Pradesh,Kolkata,ANDHRA_DC_01,CS,district,2019,2783,Pleadings / Issues,4,0,0
SYN/UP/CS/2022/000327,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,CS,district,2022,1379,Evidence / Argument,4,0,0
SYN/AP/BA/2020/000328,Andhra Pradesh,Guntur,ANDHRA_DC_01,BA,district,2020,2237,Evidence / Argument,3,1,1
SYN/OT/BA/2023/000329,Jharkhand,Lucknow,JHARKH_DC_05,BA,district,2023,1273,Evidence / Argument,1,1,0
SYN/KL/CS/2021/000330,Kerala,Lucknow,KERALA_DC_01,CS,district,2021,2020,Summons / Appearance,3,1,1
SYN/UP/WP_C/2024/000331,Uttar Pradesh,Pune,UTTAR__DC_04,WP_C,district,2024,632,Evidence / Argument,3,1,1
SYN/OT/WP_C/2023/000332,Bihar,Thane,BIHAR_DC_03,WP_C,district,2023,974,Summons / Appearance,2,1,0
SYN/DL/BA/2020/000333,Delhi,Bhopal,DELHI_DC_05,BA,district,2020,2331,Final Arguments / Judgment,1,1,0
SYN/MH/CS/2024/000334,Maharashtra,Thane,MAHARA_DC_02,CS,district,2024,924,Summons / Appearance,3,0,0
SYN/KL/CS/2022/000335,Kerala,Jaipur,KERALA_DC_04,CS,district,2022,1359,Pleadings / Issues,4,0,1
SYN/OT/WP_C/2021/000336,West Bengal,Varanasi,WEST_B_DC_03,WP_C,district,2021,1786,Summons / Appearance,5,1,1
SYN/MH/CS/2023/000337,Maharashtra,Kolkata,MAHARA_DC_02,CS,district,2023,1062,Filing / Registration,3,0,0
SYN/OT/WP_C/2022/000338,Madhya Pradesh,Pune,MADHYA_DC_02,WP_C,district,2022,1369,Summons / Appearance,5,0,1
SYN/OT/BA/2022/000339,Jharkhand,Kolkata,JHARKH_DC_02,BA,district,2022,1559,Summons / Appearance,1,0,0
SYN/MH/CS/2024/000340,Maharashtra,Vijayawada,MAHARA_DC_02,CS,district,2024,854,Evidence / Argument,0,2,1
SYN/DL/WP_C/2022/000341,Delhi,Kochi,DELHI_DC_05,WP_C,district,2022,1544,Final Arguments / Judgment,1,1,0
SYN/OT/BA/2023/000342,Karnataka,Thiruvananthapuram,KARNAT_DC_03,BA,district,2023,1241,Summons / Appearance,2,2,1
SYN/OT/BA/2021/000343,Jharkhand,Vijayawada,JHARKH_DC_01,BA,district,2021,1714,Summons / Appearance,5,0,0
SYN/OT/BA/2020/000344,Chhattisgarh,Thiruvananthapuram,CHHATT_DC_03,BA,district,2020,2078,Filing / Registration,2,0,0
SYN/UP/BA/2023/000345,Uttar Pradesh,Delhi,UTTAR__DC_03,BA,district,2023,1042,Summons / Appearance,4,0,1
SYN/MH/CS/2022/000346,Maharashtra,Thane,MAHARA_DC_02,CS,district,2022,1340,Final Arguments / Judgment,0,1,1
SYN/OT/CRL_A/2019/000347,Rajasthan,Bhopal,RAJAST_DC_02,CRL_A,district,2019,2546,Pleadings / Issues,3,0,0
SYN/MH/BA/2023/000348,Maharashtra,Guntur,MAHARA_DC_04,BA,district,2023,1302,Pleadings / Issues,0,0,0
SYN/UP/CS/2018/000349,Uttar Pradesh,Bhopal,UTTAR__DC_05,CS,district,2018,2831,Evidence / Argument,3,1,0
SYN/KL/CS/2024/000350,Kerala,Thiruvananthapuram,KERALA_DC_04,CS,district,2024,923,Evidence / Argument,1,2,1
SYN/OT/CS/2020/000351,West Bengal,Delhi,WEST_B_DC_05,CS,district,2020,2349,Evidence / Argument,1,0,0
SYN/OT/CRL_A/2020/000352,Madhya Pradesh,Bhopal,MADHYA_DC_02,CRL_A,district,2020,2279,Pleadings / Issues,1,0,0
SYN/KL/CS/2022/000353,Kerala,Kochi,KERALA_DC_04,CS,district,2022,1415,Pleadings / Issues,3,0,0
SYN/AP/CRL_A/2023/000354,Andhra Pradesh,Pune,ANDHRA_DC_04,CRL_A,district,2023,1248,Filing / Registration,3,1,0
SYN/KL/BA/2023/000355,Kerala,Kolkata,KERALA_DC_04,BA,district,2023,1138,Evidence / Argument,3,1,1
SYN/OT/BA/2022/000356,Assam,Guntur,ASSAM_DC_04,BA,district,2022,1420,Evidence / Argument,3,1,1
SYN/OT/CRL_A/2023/000357,Jharkhand,Pune,JHARKH_DC_02,CRL_A,district,2023,1184,Summons / Appearance,5,2,1
SYN/MH/CS/2024/000358,Maharashtra,Jaipur,MAHARA_DC_03,CS,district,2024,664,Evidence / Argument,4,0,0
SYN/DL/CRL_A/2023/000359,Delhi,Delhi,DELHI_DC_05,CRL_A,district,2023,1049,Summons / Appearance,6,2,1
SYN/AP/WP_C/2023/000360,Andhra Pradesh,Lucknow,ANDHRA_DC_05,WP_C,district,2023,1257,Evidence / Argument,0,0,0
SYN/UP/BA/2021/000361,Uttar Pradesh,Lucknow,UTTAR__DC_03,BA,district,2021,1739,Final Arguments / Judgment,2,0,0
SYN/KL/BA/2019/000362,Kerala,Kolkata,KERALA_DC_04,BA,district,2019,2600,Pleadings / Issues,2,0,0
SYN/MH/WP_C/2023/000363,Maharashtra,Bhopal,MAHARA_DC_03,WP_C,district,2023,1319,Pleadings / Issues,1,1,0
SYN/UP/CS/2021/000364,Uttar Pradesh,Kolkata,UTTAR__DC_01,CS,district,2021,1860,Summons / Appearance,1,0,0
SYN/OT/MACA/2024/000365,Tamil Nadu,Kochi,TAMIL__DC_03,MACA,district,2024,956,Summons / Appearance,5,1,1
SYN/MH/CRL_A/2021/000366,Maharashtra,Thane,MAHARA_DC_05,CRL_A,district,2021,1949,Pleadings / Issues,4,0,0
SYN/OT/CRL_A/2021/000367,Karnataka,Lucknow,KARNAT_DC_01,CRL_A,district,2021,1908,Evidence / Argument,1,1,1
SYN/AP/CRL_A/2024/000368,Andhra Pradesh,Delhi,ANDHRA_DC_01,CRL_A,district,2024,870,Summons / Appearance,4,2,1
SYN/UP/MACA/2023/000369,Uttar Pradesh,Vijayawada,UTTAR__DC_03,MACA,district,2023,1081,Summons / Appearance,0,0,0
SYN/KL/BA/2022/000370,Kerala,Thiruvananthapuram,KERALA_DC_04,BA,district,2022,1653,Evidence / Argument,3,0,0
SYN/OT/CS/2024/000371,Bihar,Kolkata,BIHAR_DC_03,CS,district,2024,720,Summons / Appearance,3,0,1
SYN/MH/BA/2021/000372,Maharashtra,Jaipur,MAHARA_DC_05,BA,district,2021,1723,Summons / Appearance,5,3,1
SYN/DL/CS/2023/000373,Delhi,Bhopal,DELHI_DC_05,CS,district,2023,1207,Evidence / Argument,2,0,1
SYN/DL/CS/2022/000374,Delhi,Kolkata,DELHI_DC_04,CS,district,2022,1492,Evidence / Argument,3,2,1
SYN/AP/WP_C/2022/000375,Andhra Pradesh,Thane,ANDHRA_DC_01,WP_C,district,2022,1360,Filing / Registration,0,0,0
SYN/AP/CRL_A/2024/000376,Andhra Pradesh,Kochi,ANDHRA_DC_03,CRL_A,district,2024,729,Evidence / Argument,0,0,1
SYN/MH/WP_C/2018/000377,Maharashtra,Pune,MAHARA_DC_05,WP_C,district,2018,3037,Pleadings / Issues,1,0,0
SYN/DL/WP_C/2024/000378,Delhi,Thiruvananthapuram,DELHI_DC_01,WP_C,district,2024,934,Evidence / Argument,1,1,0
SYN/DL/BA/2023/000379,Delhi,Guntur,DELHI_DC_02,BA,district,2023,998,Evidence / Argument,5,0,0
SYN/OT/WP_C/2023/000380,Punjab,Lucknow,PUNJAB_DC_02,WP_C,district,2023,980,Pleadings / Issues,4,3,1
SYN/KL/CRL_A/2022/000381,Kerala,Kolkata,KERALA_DC_02,CRL_A,district,2022,1415,Evidence / Argument,3,0,0
SYN/AP/BA/2023/000382,Andhra Pradesh,Thane,ANDHRA_DC_02,BA,district,2023,1276,Evidence / Argument,3,0,1
SYN/KL/CS/2024/000383,Kerala,Delhi,KERALA_DC_02,CS,district,2024,702,Final Arguments / Judgment,1,0,0
SYN/OT/CS/2023/000384,Punjab,Thiruvananthapuram,PUNJAB_DC_01,CS,district,2023,1208,Pleadings / Issues,0,1,0
SYN/UP/WP_C/2023/000385,Uttar Pradesh,Kochi,UTTAR__DC_01,WP_C,district,2023,980,Final Arguments / Judgment,3,1,1
SYN/OT/BA/2024/000386,Karnataka,Bhopal,KARNAT_DC_04,BA,district,2024,664,Pleadings / Issues,0,1,0
SYN/AP/BA/2020/000387,Andhra Pradesh,Jaipur,ANDHRA_DC_01,BA,district,2020,2236,Pleadings / Issues,0,0,0
SYN/OT/BA/2023/000388,Tamil Nadu,Thiruvananthapuram,TAMIL__DC_01,BA,district,2023,1152,Pleadings / Issues,0,0,0
SYN/DL/CS/2022/000389,Delhi,Thiruvananthapuram,DELHI_DC_03,CS,district,2022,1597,Final Arguments / Judgment,3,0,1
SYN/DL/WP_C/2020/000390,Delhi,Thiruvananthapuram,DELHI_DC_04,WP_C,district,2020,2186,Evidence / Argument,1,0,0
SYN/OT/BA/2022/000391,Chhattisgarh,Vijayawada,CHHATT_DC_03,BA,district,2022,1529,Evidence / Argument,1,1,1
SYN/OT/CRL_A/2022/000392,Rajasthan,Lucknow,RAJAST_DC_03,CRL_A,district,2022,1550,Summons / Appearance,2,0,0
SYN/OT/CRL_A/2020/000393,West Bengal,Bhopal,WEST_B_DC_01,CRL_A,district,2020,2103,Summons / Appearance,6,0,1
SYN/AP/CRL_A/2024/000394,Andhra Pradesh,Guntur,ANDHRA_DC_05,CRL_A,district,2024,784,Summons / Appearance,1,0,0
SYN/DL/BA/2023/000395,Delhi,Guntur,DELHI_DC_04,BA,district,2023,1116,Evidence / Argument,1,0,1
SYN/AP/WP_C/2024/000396,Andhra Pradesh,Vijayawada,ANDHRA_DC_03,WP_C,district,2024,645,Evidence / Argument,0,0,1
SYN/OT/BA/2024/000397,Chhattisgarh,Guntur,CHHATT_DC_02,BA,district,2024,817,Pleadings / Issues,0,0,0
SYN/OT/CRL_A/2021/000398,Punjab,Guntur,PUNJAB_DC_04,CRL_A,district,2021,1806,Pleadings / Issues,0,0,1
SYN/DL/BA/2024/000399,Delhi,Kochi,DELHI_DC_03,BA,district,2024,801,Summons / Appearance,3,0,1
SYN/OT/CRL_A/2023/000400,Haryana,Varanasi,HARYAN_DC_03,CRL_A,district,2023,1068,Evidence / Argument,1,1,0
SYN/OT/CRL_A/2022/000401,Punjab,Lucknow,PUNJAB_DC_05,CRL_A,district,2022,1533,Summons / Appearance,1,0,0
SYN/UP/BA/2024/000402,Uttar Pradesh,Kolkata,UTTAR__DC_04,BA,district,2024,683,Evidence / Argument,0,0,0
SYN/MH/CS/2024/000403,Maharashtra,Varanasi,MAHARA_DC_04,CS,district,2024,738,Evidence / Argument,2,0,0
SYN/OT/CRL_A/2024/000404,Punjab,Delhi,PUNJAB_DC_04,CRL_A,district,2024,790,Final Arguments / Judgment,1,0,0
SYN/UP/WP_C/2024/000405,Uttar Pradesh,Vijayawada,UTTAR__DC_05,WP_C,district,2024,672,Summons / Appearance,1,0,0
SYN/UP/MACA/2024/000406,Uttar Pradesh,Lucknow,UTTAR__DC_04,MACA,district,2024,712,Pleadings / Issues,2,1,0
