synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_year,filing_year_bucket,case_age_days,current_stage,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,data_label,generation_source
SYN/OT/WP_C/2024/000092,Odisha,Pune,ODISHA_DC_04,WP_C,WRIT_GENERAL,district,2024,2024,619,Pleadings / Issues,199,166,1,1,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,31.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/000093,Kerala,Delhi,KERALA_DC_05,CS,CPC_GENERAL,district,2022,2022,1571,Summons / Appearance,85,20,0,0,0,0.57,11,,UNKNOWN,LOW,LOW,0,5.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/000094,Odisha,Jaipur,ODISHA_DC_05,CS,CPC_GENERAL,district,2023,2022,980,Summons / Appearance,65,24,0,0,0,0.36,5,,UNKNOWN,LOW,LOW,0,4.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/000095,Madhya Pradesh,Delhi,MADHYA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,833,Summons / Appearance,179,132,0,0,1,1.38,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,29.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2020/000096,Telangana,Lucknow,TELANG_DC_05,BA,BAIL_GENERAL,district,2020,2020,2346,Evidence / Argument,92,35,0,0,0,0.44,2,,UNKNOWN,LOW,LOW,0,5.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2018/000097,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,CS,CPC_GENERAL,district,2018,2018,2798,Pleadings / Issues,90,14,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/000098,Kerala,Thiruvananthapuram,KERALA_DC_02,CS,CPC_GENERAL,district,2023,2022,1161,Summons / Appearance,58,42,0,0,0,0.86,16,50.0,UNKNOWN,LOW,HIGH,0,16.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/000099,Rajasthan,Bhopal,RAJAST_DC_02,CS,CPC_GENERAL,district,2024,2024,918,Pleadings / Issues,87,69,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,11.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2022/000100,Uttar Pradesh,Delhi,UTTAR__DC_01,CS,CPC_GENERAL,district,2022,2022,1559,Evidence / Argument,337,140,1,1,1,1.74,10,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/000101,Telangana,Thiruvananthapuram,TELANG_DC_02,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1339,Final Arguments / Judgment,72,20,0,0,1,0.92,3,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2024/000102,Rajasthan,Jaipur,RAJAST_DC_03,MACA,MOTOR_ACCIDENT,district,2024,2024,613,Summons / Appearance,306,339,3,3,0,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,57.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2023/000103,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_01,CS,CPC_GENERAL,district,2023,2022,1171,Evidence / Argument,85,9,0,0,0,0.44,10,,UNKNOWN,LOW,LOW,0,3.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2021/000104,Andhra Pradesh,Delhi,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1795,Pleadings / Issues,104,2,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,6.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2024/000105,Maharashtra,Kolkata,MAHARA_DC_02,CS,CPC_GENERAL,district,2024,2024,779,Pleadings / Issues,333,270,0,0,2,2.69,10,,JUDGE_CHANGE,MEDIUM,LOW,1,48.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2019/000106,Maharashtra,Delhi,MAHARA_DC_03,BA,BAIL_GENERAL,district,2019,2018,2622,Summons / Appearance,216,342,4,4,2,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,59.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2023/000107,Andhra Pradesh,Lucknow,ANDHRA_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1075,Final Arguments / Judgment,20,0,0,0,0,0.48,2,,UNKNOWN,LOW,LOW,0,2.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2024/000108,Uttar Pradesh,Bhopal,UTTAR__DC_02,WP_C,WRIT_GENERAL,district,2024,2024,771,Summons / Appearance,236,125,0,0,0,4.72,5,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,48.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/MACA/2023/000109,West Bengal,Guntur,WEST_B_DC_01,MACA,MOTOR_ACCIDENT,district,2023,2022,1137,Summons / Appearance,227,264,6,6,2,1.67,2,,SUMMONS_DELAY,HIGH,LOW,1,62.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2020/000110,Rajasthan,Lucknow,RAJAST_DC_02,WP_C,WRIT_GENERAL,district,2020,2020,2201,Evidence / Argument,397,187,1,1,0,1.0,1,,WITNESS_DELAY,MEDIUM,LOW,1,33.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2023/000111,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_04,WP_C,WRIT_GENERAL,district,2023,2022,959,Summons / Appearance,231,301,0,0,0,1.97,14,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,46.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/MACA/2022/000112,Uttar Pradesh,Thane,UTTAR__DC_04,MACA,MOTOR_ACCIDENT,district,2022,2022,1388,Filing / Registration,12,13,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2021/000113,Karnataka,Jaipur,KARNAT_DC_04,CRL_A,CRIMINAL_APPEAL,district,2021,2020,1945,Pleadings / Issues,52,0,0,0,0,1.12,2,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2024/000114,Tamil Nadu,Varanasi,TAMIL__DC_04,BA,BAIL_GENERAL,district,2024,2024,664,Pleadings / Issues,96,102,0,0,3,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,20.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2024/000115,Uttar Pradesh,Thane,UTTAR__DC_02,WP_C,WRIT_GENERAL,district,2024,2024,610,Pleadings / Issues,83,157,1,1,3,1.03,4,,JUDGE_CHANGE,MEDIUM,LOW,1,24.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2023/000116,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_01,BA,BAIL_GENERAL,district,2023,2022,1124,Summons / Appearance,118,232,0,0,2,0.97,8,,JUDGE_CHANGE,MEDIUM,LOW,1,35.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/000117,Odisha,Delhi,ODISHA_DC_02,CS,CPC_GENERAL,district,2022,2022,1340,Summons / Appearance,246,92,5,5,2,3.04,6,,SUMMONS_DELAY,HIGH,LOW,1,55.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/000118,West Bengal,Vijayawada,WEST_B_DC_03,CRL_A,CRIMINAL_APPEAL,district,2024,2024,642,Summons / Appearance,382,90,6,6,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,43.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2024/000119,Delhi,Pune,DELHI_DC_03,CS,CPC_GENERAL,district,2024,2024,673,Pleadings / Issues,84,14,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2023/000120,Maharashtra,Bhopal,MAHARA_DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1037,Summons / Appearance,241,187,4,4,1,1.38,10,,SUMMONS_DELAY,HIGH,LOW,1,51.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2021/000121,Bihar,Bhopal,BIHAR_DC_01,CS,CPC_GENERAL,district,2021,2020,1801,Summons / Appearance,398,219,3,3,1,1.66,2,,SUMMONS_DELAY,HIGH,LOW,1,54.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/000122,Rajasthan,Vijayawada,RAJAST_DC_01,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1570,Evidence / Argument,109,15,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/000123,Odisha,Kochi,ODISHA_DC_01,BA,BAIL_GENERAL,district,2022,2022,1472,Summons / Appearance,204,241,0,0,1,1.0,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,36.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CS/2023/000124,Andhra Pradesh,Jaipur,ANDHRA_DC_04,CS,CPC_GENERAL,district,2023,2022,1156,Pleadings / Issues,95,46,0,0,1,0.91,12,,UNKNOWN,LOW,LOW,0,9.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2020/000125,Kerala,Vijayawada,KERALA_DC_04,BA,BAIL_GENERAL,district,2020,2020,2416,Pleadings / Issues,83,23,0,0,1,0.89,5,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2018/000126,Andhra Pradesh,Lucknow,ANDHRA_DC_02,CRL_A,CRIMINAL_APPEAL,district,2018,2018,2813,Final Arguments / Judgment,46,31,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CRL_A/2018/000127,Uttar Pradesh,Kochi,UTTAR__DC_03,CRL_A,CRIMINAL_APPEAL,district,2018,2018,3046,Evidence / Argument,468,309,0,0,2,1.05,2,,JUDGE_CHANGE,MEDIUM,LOW,1,41.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/000128,Rajasthan,Jaipur,RAJAST_DC_05,CS,CPC_GENERAL,district,2023,2022,1221,Filing / Registration,13,0,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,6.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/000129,Tamil Nadu,Lucknow,TAMIL__DC_05,BA,BAIL_GENERAL,district,2022,2022,1632,Summons / Appearance,214,113,4,4,1,1.48,4,,SUMMONS_DELAY,HIGH,LOW,1,46.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/000130,Assam,Thane,ASSAM_DC_04,WP_C,WRIT_GENERAL,district,2023,2022,1095,Pleadings / Issues,57,27,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2022/000131,Andhra Pradesh,Kochi,ANDHRA_DC_04,BA,BAIL_GENERAL,district,2022,2022,1495,Summons / Appearance,114,27,0,0,0,1.32,8,,UNKNOWN,LOW,LOW,0,10.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/CS/2023/000132,Delhi,Pune,DELHI_DC_05,CS,CPC_GENERAL,district,2023,2022,1037,Summons / Appearance,43,26,0,0,0,0.37,8,,UNKNOWN,LOW,LOW,0,4.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2022/000133,Telangana,Thane,TELANG_DC_05,CS,CPC_GENERAL,district,2022,2022,1440,Pleadings / Issues,52,17,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2018/000134,Jharkhand,Kochi,JHARKH_DC_04,WP_C,WRIT_GENERAL,district,2018,2018,3017,Filing / Registration,9,20,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/000135,Telangana,Thane,TELANG_DC_03,WP_C,WRIT_GENERAL,district,2024,2024,887,Evidence / Argument,171,40,0,0,0,1.03,2,,UNKNOWN,LOW,LOW,0,9.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2023/000136,West Bengal,Varanasi,WEST_B_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1137,Summons / Appearance,57,46,0,0,0,0.32,2,,UNKNOWN,LOW,LOW,0,5.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2024/000137,Delhi,Lucknow,DELHI_DC_02,WP_C,WRIT_GENERAL,district,2024,2024,937,Pleadings / Issues,148,47,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2023/000138,Kerala,Vijayawada,KERALA_DC_02,CS,CPC_GENERAL,district,2023,2022,1231,Final Arguments / Judgment,52,17,0,0,0,0.87,4,,UNKNOWN,LOW,LOW,0,6.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/000139,Bihar,Thiruvananthapuram,BIHAR_DC_04,CS,CPC_GENERAL,district,2020,2020,2352,Summons / Appearance,67,21,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2021/000140,Uttar Pradesh,Thane,UTTAR__DC_04,WP_C,WRIT_GENERAL,district,2021,2020,1938,Final Arguments / Judgment,66,37,0,0,0,0.66,2,,UNKNOWN,LOW,LOW,0,7.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2020/000141,Assam,Thiruvananthapuram,ASSAM_DC_01,BA,BAIL_GENERAL,district,2020,2020,2309,Pleadings / Issues,61,4,0,0,0,0.75,2,,UNKNOWN,LOW,LOW,0,4.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/WP_C/2022/000142,Maharashtra,Jaipur,MAHARA_DC_02,WP_C,WRIT_GENERAL,district,2022,2022,1555,Summons / Appearance,98,17,0,0,0,1.52,8,,UNKNOWN,LOW,LOW,0,10.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2024/000143,Bihar,Delhi,BIHAR_DC_03,CS,CPC_GENERAL,district,2024,2024,818,Evidence / Argument,197,123,0,0,2,1.0,1,,JUDGE_CHANGE,MEDIUM,LOW,1,21.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2020/000144,Chhattisgarh,Kolkata,CHHATT_DC_03,CS,CPC_GENERAL,district,2020,2020,2068,Summons / Appearance,79,10,0,0,1,0.44,4,,UNKNOWN,LOW,LOW,0,3.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2024/000145,Andhra Pradesh,Kolkata,ANDHRA_DC_03,BA,BAIL_GENERAL,district,2024,2024,861,Pleadings / Issues,89,42,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,9.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2022/000146,Haryana,Pune,HARYAN_DC_04,CRL_A,CRIMINAL_APPEAL,district,2022,2022,1518,Summons / Appearance,81,36,0,0,0,1.11,5,,UNKNOWN,LOW,LOW,0,9.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2020/000147,Uttar Pradesh,Varanasi,UTTAR__DC_01,WP_C,WRIT_GENERAL,district,2020,2020,2245,Final Arguments / Judgment,151,80,0,0,0,1.31,3,,UNKNOWN,LOW,LOW,1,14.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2021/000148,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_05,BA,BAIL_GENERAL,district,2021,2020,1970,Evidence / Argument,439,124,3,3,0,1.43,2,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,34.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/BA/2023/000149,Maharashtra,Thane,MAHARA_DC_05,BA,BAIL_GENERAL,district,2023,2022,1185,Summons / Appearance,148,63,0,0,1,1.06,14,,UNKNOWN,LOW,LOW,1,11.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2019/000150,Telangana,Jaipur,TELANG_DC_03,CS,CPC_GENERAL,district,2019,2018,2738,Summons / Appearance,406,349,6,6,1,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,61.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/000151,Tamil Nadu,Delhi,TAMIL__DC_03,WP_C,WRIT_GENERAL,district,2022,2022,1359,Evidence / Argument,254,16,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2022/000152,Uttar Pradesh,Thane,UTTAR__DC_04,CS,CPC_GENERAL,district,2022,2022,1364,Summons / Appearance,398,208,3,3,0,1.41,11,,SUMMONS_DELAY,HIGH,LOW,1,51.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2022/000153,Andhra Pradesh,Lucknow,ANDHRA_DC_03,WP_C,WRIT_GENERAL,district,2022,2022,1353,Evidence / Argument,325,260,2,2,0,2.0,8,,WITNESS_DELAY,MEDIUM,LOW,1,47.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2023/000154,Kerala,Varanasi,KERALA_DC_03,BA,BAIL_GENERAL,district,2023,2022,1057,Pleadings / Issues,105,0,0,0,0,0.96,12,,UNKNOWN,LOW,LOW,0,5.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/000155,Odisha,Thiruvananthapuram,ODISHA_DC_03,CS,CPC_GENERAL,district,2023,2022,999,Pleadings / Issues,54,34,0,0,0,1.12,2,,UNKNOWN,LOW,LOW,0,9.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/DL/WP_C/2020/000156,Delhi,Thane,DELHI_DC_05,WP_C,WRIT_GENERAL,district,2020,2020,2127,Pleadings / Issues,275,123,0,0,2,3.57,3,,JUDGE_CHANGE,MEDIUM,LOW,1,41.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2024/000157,West Bengal,Varanasi,WEST_B_DC_03,WP_C,WRIT_GENERAL,district,2024,2024,813,Summons / Appearance,82,18,0,0,0,1.39,2,,UNKNOWN,LOW,LOW,0,9.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2024/000158,Uttar Pradesh,Thane,UTTAR__DC_03,WP_C,WRIT_GENERAL,district,2024,2024,652,Summons / Appearance,416,313,4,4,2,2.95,4,,SUMMONS_DELAY,HIGH,LOW,1,70.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2022/000159,Tamil Nadu,Bhopal,TAMIL__DC_03,WP_C,WRIT_GENERAL,district,2022,2022,1604,Pleadings / Issues,99,42,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/WP_C/2024/000160,Andhra Pradesh,Delhi,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2024,2024,842,Filing / Registration,15,0,0,0,0,1.11,2,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2022/000161,Uttar Pradesh,Varanasi,UTTAR__DC_03,CS,CPC_GENERAL,district,2022,2022,1672,Summons / Appearance,151,319,5,5,3,2.36,8,,SUMMONS_DELAY,HIGH,LOW,1,69.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2022/000162,Kerala,Guntur,KERALA_DC_05,WP_C,WRIT_GENERAL,district,2022,2022,1431,Summons / Appearance,176,130,4,4,0,1.28,9,,SUMMONS_DELAY,HIGH,LOW,1,46.5,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/BA/2021/000163,Kerala,Pune,KERALA_DC_03,BA,BAIL_GENERAL,district,2021,2020,1825,Summons / Appearance,42,33,0,0,0,0.53,7,,UNKNOWN,LOW,LOW,0,5.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/CRL_A/2023/000164,Andhra Pradesh,Varanasi,ANDHRA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2023,2022,1120,Final Arguments / Judgment,63,8,0,0,1,1.0,3,,UNKNOWN,LOW,LOW,0,6.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2019/000165,Maharashtra,Vijayawada,MAHARA_DC_03,CS,CPC_GENERAL,district,2019,2018,2712,Evidence / Argument,221,29,0,0,0,0.92,2,,UNKNOWN,LOW,LOW,0,7.9,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2023/000166,Uttar Pradesh,Lucknow,UTTAR__DC_01,WP_C,WRIT_GENERAL,district,2023,2022,1112,Summons / Appearance,87,2,0,0,0,0.58,11,,UNKNOWN,LOW,LOW,0,3.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2021/000167,Uttar Pradesh,Kolkata,UTTAR__DC_02,WP_C,WRIT_GENERAL,district,2021,2020,1724,Summons / Appearance,29,28,0,0,0,0.45,6,,UNKNOWN,LOW,LOW,0,5.0,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/BA/2024/000168,Uttar Pradesh,Jaipur,UTTAR__DC_03,BA,BAIL_GENERAL,district,2024,2024,747,Evidence / Argument,340,129,3,3,1,2.28,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,40.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/MH/CS/2020/000169,Maharashtra,Delhi,MAHARA_DC_02,CS,CPC_GENERAL,district,2020,2020,2152,Filing / Registration,7,25,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,8.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/CS/2019/000170,Uttar Pradesh,Vijayawada,UTTAR__DC_03,CS,CPC_GENERAL,district,2019,2018,2759,Filing / Registration,14,20,0,0,1,1.0,1,,UNKNOWN,LOW,LOW,0,7.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/000171,Karnataka,Vijayawada,KARNAT_DC_03,WP_C,WRIT_GENERAL,district,2023,2022,1038,Summons / Appearance,195,219,4,4,1,0.81,2,,SUMMONS_DELAY,HIGH,LOW,1,51.1,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2021/000172,Uttar Pradesh,Kolkata,UTTAR__DC_01,WP_C,WRIT_GENERAL,district,2021,2020,1764,Evidence / Argument,39,2,0,0,1,0.08,7,,UNKNOWN,LOW,LOW,0,0.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/AP/BA/2023/000173,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_04,BA,BAIL_GENERAL,district,2023,2022,1077,Pleadings / Issues,114,32,0,0,0,0.85,9,,UNKNOWN,LOW,LOW,0,7.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/000174,Rajasthan,Kolkata,RAJAST_DC_01,CS,CPC_GENERAL,district,2023,2022,1151,Summons / Appearance,45,23,0,0,0,0.32,5,,UNKNOWN,LOW,LOW,0,3.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/BA/2022/000175,Tamil Nadu,Thiruvananthapuram,TAMIL__DC_01,BA,BAIL_GENERAL,district,2022,2022,1563,Evidence / Argument,445,122,4,4,1,1.0,1,,REPEATED_ADJOURNMENT,HIGH,LOW,1,44.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CS/2023/000176,Gujarat,Kochi,GUJARA_DC_02,CS,CPC_GENERAL,district,2023,2022,1278,Pleadings / Issues,104,24,0,0,1,0.9,5,,UNKNOWN,LOW,LOW,0,7.4,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/000177,Haryana,Kolkata,HARYAN_DC_05,WP_C,WRIT_GENERAL,district,2023,2022,1198,Pleadings / Issues,216,122,0,0,0,4.08,3,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,44.6,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/WP_C/2024/000178,Kerala,Pune,KERALA_DC_03,WP_C,WRIT_GENERAL,district,2024,2024,729,Summons / Appearance,139,216,5,5,2,2.14,5,,SUMMONS_DELAY,HIGH,LOW,1,60.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/000179,Kerala,Kolkata,KERALA_DC_05,CS,CPC_GENERAL,district,2022,2022,1486,Evidence / Argument,53,34,0,0,0,0.15,10,,UNKNOWN,LOW,LOW,0,3.7,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/CRL_A/2024/000180,West Bengal,Pune,WEST_B_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024,2024,878,Summons / Appearance,406,178,6,6,1,1.0,2,,SUMMONS_DELAY,HIGH,LOW,1,50.8,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/UP/WP_C/2020/000181,Uttar Pradesh,Vijayawada,UTTAR__DC_05,WP_C,WRIT_GENERAL,district,2020,2020,2369,Final Arguments / Judgment,45,41,0,0,0,0.8,2,,UNKNOWN,LOW,LOW,0,8.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/KL/CS/2022/000182,Kerala,Jaipur,KERALA_DC_05,CS,CPC_GENERAL,district,2022,2022,1513,Evidence / Argument,277,116,4,4,0,0.77,10,,REPEATED_ADJOURNMENT,HIGH,LOW,1,42.3,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
SYN/OT/WP_C/2023/000183,Chhattisgarh,Guntur,CHHATT_DC_02,WP_C,WRIT_GENERAL,district,2023,2022,1222,Evidence / Argument,135,0,0,0,0,0.53,2,,UNKNOWN,LOW,LOW,0,3.2,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator
